path,review_scope,sha256
app/src/main/java/app/perfectdnsmanager/ui/DnsRewriteAdapter.kt,revue des points entree/sortie et lifecycle; analyse statique,93a9b638618a0d2d22b5cf7d22e37ea03df42507daacab542315d049ed702b47
app/src/main/java/app/perfectdnsmanager/ui/ProviderAdapter.kt,revue des points entree/sortie et lifecycle; analyse statique,99798ce92bd691aadae72ccfd8aad595b99bd7d1ce058e2520032bb7c65c275c
app/src/main/java/app/perfectdnsmanager/util/BlockingAuthoritiesManager.kt,revue chemins sensibles + analyse statique,2d67ecc14d22c3ecdde1bb3d72d004c42923fed4dee20c56a4c7b5d3035fbf7f
app/src/main/java/app/perfectdnsmanager/util/DnsColors.kt,revue chemins sensibles + analyse statique,dd56c5b8ae243a3d94a5fef0baa9d0c47ac1e5e7ca782be670adaf503a076907
app/src/main/java/app/perfectdnsmanager/util/DnsLeakTester.kt,revue chemins sensibles + analyse statique,13cc950d18c5a6448e2ec1b35a46dbf5d0212e10b922d09f4efc4825d3d56c03
app/src/main/java/app/perfectdnsmanager/util/DnsMessages.kt,revue chemins sensibles + analyse statique,40824bee2d2877978b6aa5fd22625c0da3246b1abc634df25a4e45a1aedfffae
app/src/main/java/app/perfectdnsmanager/util/DnsTester.kt,revue chemins sensibles + analyse statique,63d222b5a3c8c991239a9f7d933f7175e539b9502e92b330ffa835dbeb08aa02
app/src/main/java/app/perfectdnsmanager/util/DnsWire.kt,revue chemins sensibles + analyse statique,ccd2ad78a51f0efb8f6982d7886bd2574235aed7c79bd57be4a4f0c641209923
app/src/main/java/app/perfectdnsmanager/util/EncryptedSharer.kt,revue chemins sensibles + analyse statique,3004baca7349d97e16c55a86cd59da8b7efc8336e61b0cb5799eaa2d16f712d2
app/src/main/java/app/perfectdnsmanager/util/Http.kt,revue chemins sensibles + analyse statique,a929ac7dbbee4a59792987d009bcea799e9dda8038b882cb249befb318a2c8d8
app/src/main/java/app/perfectdnsmanager/util/LocaleHelper.kt,revue chemins sensibles + analyse statique,0717c68899e7137ba61ae052cab3d6eef10ae3e440ea9ec95d03908d0c97616e
app/src/main/java/app/perfectdnsmanager/util/LogRedact.kt,revue chemins sensibles + analyse statique,cb59ea36ca827da7c68ef82294d40753b799ca96dd69b299178008109ee4d30b
app/src/main/java/app/perfectdnsmanager/util/PrivateDnsGuard.kt,revue chemins sensibles + analyse statique,87d350c4c9117e22e4c25dd0549bafbf53efc7665beb552a365c2a4185096da6
app/src/main/java/app/perfectdnsmanager/util/ProfileValidation.kt,revue chemins sensibles + analyse statique,d374b08ed1dde15a2026a78eadb302f0948fd831163d50fe8b9ffb6e8e8f7340
app/src/main/java/app/perfectdnsmanager/util/SpeedTester.kt,revue chemins sensibles + analyse statique,4ec59f7f7c2b9b50b79c83694ab3973af1570e1ee1e50064804c102c4ad220de
app/src/main/java/app/perfectdnsmanager/util/Theme.kt,revue chemins sensibles + analyse statique,0e5d1ff8c25d0e33125034959b28735f573b13c3485149d64e7170312012f7f4
app/src/main/java/app/perfectdnsmanager/util/TlsTrust.kt,revue chemins sensibles + analyse statique,815a0e7719047a3f1750e8617fb9966d53d77151a83224fe3b4647784debe6d6
app/src/main/java/app/perfectdnsmanager/util/TvDialog.kt,revue chemins sensibles + analyse statique,4043de43a7bee2f228cb663f2b35bab4bd3e2254ec9f3f28c98834d5dc2c5b8a
app/src/main/java/app/perfectdnsmanager/util/UrlBlockingTester.kt,revue chemins sensibles + analyse statique,7cd19cc8d40babebafa703048a2c17be11010f79497828f3eeb13fe4f061780c
app/src/main/java/com/cgutman/adblib/AdbBase64.java,revue des points entree/sortie et lifecycle; analyse statique,91950a8cc5aca4d71643fa7a8039a2570906cdf0cdaa49bd11da424d8781fc2c
app/src/main/java/com/cgutman/adblib/AdbConnection.java,revue des points entree/sortie et lifecycle; analyse statique,8a1f21a15d53dc9a59ce3de5a886e2eda6fcfb84a8b42c3513498a9cb75f2042
app/src/main/java/com/cgutman/adblib/AdbCrypto.java,revue des points entree/sortie et lifecycle; analyse statique,d839144d9daa6e8a6e8e3ea6a1fa2ae31f605bebea6658aa8e505277095e2ab2
app/src/main/java/com/cgutman/adblib/AdbProtocol.java,revue des points entree/sortie et lifecycle; analyse statique,cea4582c75deab499195720fd578f8c6cba2a4efbff72e7f964e1ae6fdc3acf7
app/src/main/java/com/cgutman/adblib/AdbStream.java,revue des points entree/sortie et lifecycle; analyse statique,5726659506695901a9fb13fae5e98220241ac78e9927d07e9b2e4b0656872e61
app/src/main/java/moe/shizuku/manager/adb/AdbClient.kt,revue des points entree/sortie et lifecycle; analyse statique,a83c6689d938dc6d1099b583aff713458b5e7488b9420369ac546e488ede9603
app/src/main/java/moe/shizuku/manager/adb/AdbException.kt,revue des points entree/sortie et lifecycle; analyse statique,aa01291d48f4d4c4c1d479aa806bda55d7060141dc70419f80f3550fba7fba54
app/src/main/java/moe/shizuku/manager/adb/AdbKey.kt,revue des points entree/sortie et lifecycle; analyse statique,1a2815cd38c4061d257eb8bcd7047919f148fb8e3cf302f9195d7cb1d4a56898
app/src/main/java/moe/shizuku/manager/adb/AdbMdns.kt,revue des points entree/sortie et lifecycle; analyse statique,f53d9b6f692016b4665d6d3a87a57e3df7d74374f3c6cbca4ec1fb46b118bbdd
app/src/main/java/moe/shizuku/manager/adb/AdbMessage.kt,revue des points entree/sortie et lifecycle; analyse statique,7382d421e6662e40755f40d4d70069631100f5c6dd221c387adf925b546b037f
app/src/main/java/moe/shizuku/manager/adb/AdbPairingClient.kt,revue des points entree/sortie et lifecycle; analyse statique,fd245f5096baea4381ef759a044b2a049742e4957334de5bea82292c5228d905
app/src/main/java/moe/shizuku/manager/adb/AdbProtocol.kt,revue des points entree/sortie et lifecycle; analyse statique,0546cd8ad1e813d584ad94aa379db2157d191e87fc34336d0dc8fa3b7d02942d
app/src/main/jniLibs/arm64-v8a/libadb.so,inventaire binaire ELF uniquement; source C/C++ non reconstruite,a4257bc05ace812afa60a81e656724a07691edd08868dc90caab3bc6d0a49207
app/src/main/jniLibs/armeabi-v7a/libadb.so,inventaire binaire ELF uniquement; source C/C++ non reconstruite,9a73639175407e93a740c95b210f1485223a9bee1374b1bb7947984b436d6bba
app/src/main/jniLibs/x86/libadb.so,inventaire binaire ELF uniquement; source C/C++ non reconstruite,1f2ea175eba5eb14a6a4e8e51c430809822dfdea4ac4b64922f3d346481daf9d
app/src/main/jniLibs/x86_64/libadb.so,inventaire binaire ELF uniquement; source C/C++ non reconstruite,88fec6bfdd167a3115007dbc14b73587f1c1c70b95d0fe76ef8c49b8615a16c5
app/src/main/res/color/pdm_item_text.xml,analyse statique ressources/configuration,3d9ada5c63c8d361adb285a1af6d972865981186a26f5f1fa23b68bdde036701
app/src/main/res/drawable-xhdpi/banner.png,analyse statique ressources/configuration,fc1d1b13ac9599c0e935b95300c593e332d3f4a1e739ad4a034d62e08e7a5bb1
app/src/main/res/drawable/banner.png,analyse statique ressources/configuration,db327a14e360fa940c4be9f523bf1041c19a16faeaa2c0b6e8e71030185b11be
app/src/main/res/drawable/btn_blue_provider.xml,analyse statique ressources/configuration,26d1ba1825b9c41bcf3385780cabd334a6babd882152dd63bbba639d351a5ff8
app/src/main/res/drawable/btn_focus_foreground.xml,analyse statique ressources/configuration,71cb56a093c72aff49ba6329c74cabe165c9f9ae74b7753a3cee12203316c77c
app/src/main/res/drawable/btn_green_connect.xml,analyse statique ressources/configuration,26d1ba1825b9c41bcf3385780cabd334a6babd882152dd63bbba639d351a5ff8
app/src/main/res/drawable/edit_text_background.xml,analyse statique ressources/configuration,f223de4cf6789287f96108450c057cf1231d563fa0248ca45d039af55065a348
app/src/main/res/drawable/focusable_header_background.xml,analyse statique ressources/configuration,bf548c2274a6cecb55e1a12085d07d5b20029da0f7d4562b64b2407d11d26d9f
app/src/main/res/drawable/focusable_item_background.xml,analyse statique ressources/configuration,92a7105fc4f0d52008372a147efeb11b94186ffc32ffab1dbaf858495b46b15a
app/src/main/res/drawable/ic_adguard.png,analyse statique ressources/configuration,68cb3157e05b9a95d1af4173fbe97c90107b0f4b382d4f8790f1715c8641f97a
app/src/main/res/drawable/ic_bouygues.png,analyse statique ressources/configuration,86f5533eddae305bcc51fa4b225dd05da5798ff037b6fddf2e076c292fd70ed1
app/src/main/res/drawable/ic_cloudflare.png,analyse statique ressources/configuration,ac8454331203e006ad22119e2f55795295141c8a8236bcc06e8ce1e5f26e85aa
app/src/main/res/drawable/ic_controld.png,analyse statique ressources/configuration,4eb6ef8e187ececba67b92b42250b1d65aa8db691247cb31bb63401546e687ee
app/src/main/res/drawable/ic_dns_custom.xml,analyse statique ressources/configuration,d90d68164d3703df41c5fe3366eb51ae0dea8f5de4af682ddda16ad11ae4ea53
app/src/main/res/drawable/ic_dnssb.png,analyse statique ressources/configuration,b9f4f65bfc68ef1f3faeecb8b69337b0e239caa7d833b8bfb502e5a118f64fba
app/src/main/res/drawable/ic_fdn.xml,analyse statique ressources/configuration,b7ba8553e68a3dfddd83ff1471fc02f051057c8755578ea75bb0a8a0cc8dadac
app/src/main/res/drawable/ic_free.png,analyse statique ressources/configuration,a8c873c894abd3a7ceedd87a8b1bdb247031d0c0efd0697305c3e9640c84e2d4
app/src/main/res/drawable/ic_google.png,analyse statique ressources/configuration,3c727e71328a78aed40f61824d22e7e21abe29bb38eb40d1fe7c2441efaca397
app/src/main/res/drawable/ic_launcher_background.png,analyse statique ressources/configuration,074065f07e35265d9695cced0f42844dbb02e5766c4ed185d0a372b2d033b093
app/src/main/res/drawable/ic_launcher_foreground.png,analyse statique ressources/configuration,56f8a2195d558259df4705c3fb611f4e3c8be9b64b5a5b8bd540f799c4dbed96
app/src/main/res/drawable/ic_launcher_monochrome.png,analyse statique ressources/configuration,a9a8ba1b83e4e97c20974c273d6aadafee55eb24a6c9336264f3cc9b59c679c8
app/src/main/res/drawable/ic_mullvad.png,analyse statique ressources/configuration,cb77b05b5afad506a055c7b005f9b77002ae5cfd1d5ffbd0003b333a7517a941
app/src/main/res/drawable/ic_nextdns.png,analyse statique ressources/configuration,7953254c83ee7802f76152db96243b0cfbfc28352d505ba5a03bba9c332e467e
app/src/main/res/drawable/ic_orange.png,analyse statique ressources/configuration,d3b999e391823aa7e6142078fe74bc98547c554550e7346ecbb6ee5bf14a6bef
app/src/main/res/drawable/ic_ovh.xml,analyse statique ressources/configuration,22d55c844e9f75afdf6ca0b4c44eb6657c72b421a5b58fab3cfd765784dd1df7
app/src/main/res/drawable/ic_quad9.png,analyse statique ressources/configuration,50c7fe4fac06cb1cdab7db6c3427344e60935bcb6c2e6cb4208eb6667bc689cc
app/src/main/res/drawable/ic_settings.xml,analyse statique ressources/configuration,afcb5c2c8c90323a6ecbab486ecbcdee3adb44ebd29473abb001e352b8d4d932
app/src/main/res/drawable/ic_sfr.png,analyse statique ressources/configuration,358a15f0b8ce6ff4966979485e998548df979a9ebbc795418ba8e38c533b3eb5
app/src/main/res/drawable/ic_surfshark.png,analyse statique ressources/configuration,cfc4e313dec286fd6d17c4bf542e98f543d65ef48ca27833f89d21ed43efd566
app/src/main/res/drawable/ic_yandex.png,analyse statique ressources/configuration,eff12a6041f6206a72c1a3d08f9909a6726741f869ea145a5d793e2442274df9
app/src/main/res/drawable/pdm_btn_danger.xml,analyse statique ressources/configuration,00628e482a0f09d9993f8955ce6543468f1276e6de6fc120e1d35e72ac0adf3d
app/src/main/res/drawable/pdm_btn_ghost.xml,analyse statique ressources/configuration,723387cf36105272d0bdc6cee4c7971bcb0ed6a8e8282bc94846c1bd559eea83
app/src/main/res/drawable/pdm_btn_info.xml,analyse statique ressources/configuration,f8a26cfdf56f5fe05432e571ffe3d29b88cf38e2e0a680ee5150acdac9b8b7e9
app/src/main/res/drawable/pdm_btn_primary.xml,analyse statique ressources/configuration,26d1ba1825b9c41bcf3385780cabd334a6babd882152dd63bbba639d351a5ff8
app/src/main/res/drawable/pdm_btn_secondary.xml,analyse statique ressources/configuration,3ce11d60c440abcc59d14c45219c6971678d966bb76b92c0ba4e2dd3703aca99
app/src/main/res/drawable/pdm_btn_support.xml,analyse statique ressources/configuration,9fdb4244cda380a2781d3390d1b1e367be6069a57c3837c89019ee916a944dd8
app/src/main/res/drawable/pdm_card_bg.xml,analyse statique ressources/configuration,cdf123c232737ea66cf9c0f5d1b987d4bd01102c5636dd9896f9d901ef181998
app/src/main/res/drawable/pdm_dialog_bg.xml,analyse statique ressources/configuration,df34ededc2eb722852a301fa2813d0eec361eef74a7e784540d3dee585685bf2
app/src/main/res/drawable/pdm_focus_ring.xml,analyse statique ressources/configuration,4fd6752cee19f95cf27d55bf9bc82e1a2f5162e6e8205da6159c42f8e63cd6af
app/src/main/res/drawable/pdm_input_bg.xml,analyse statique ressources/configuration,70ee9c4014116b37387d6b038adcb7d0b925a5cd4cd0a93db745b88d833143e3
app/src/main/res/drawable/pdm_section_card.xml,analyse statique ressources/configuration,2e7d3b3423be32ab9ebf3e023bb49415c43cb52ed25bf97adb2babc822c2e395
app/src/main/res/drawable/qr_btc.png,analyse statique ressources/configuration,2adefdeed279ec85dcdf48ee7f8c785b0299097008d063704aa51990c784bb1e
app/src/main/res/drawable/qr_evm.png,analyse statique ressources/configuration,bd720e45aa841f10eec6207ff364e34fb6e680abd096d43eb9b437d0cfdf228c
app/src/main/res/drawable/qr_ltc.png,analyse statique ressources/configuration,12aab4c5f25584649bddac93e1bfa4666c4c0ad08befd931428f1bdb5eb3bb43
app/src/main/res/drawable/qr_sol.png,analyse statique ressources/configuration,29c93a23ca104a3928283e8bdb36a00fe1b18fc51917660f3a07a625988e209c
app/src/main/res/drawable/qr_ton.png,analyse statique ressources/configuration,b1d78fb9f30a0ee5bf831d5ef78ba25da8940ceda00a4797f4cffa5abb78a63f
app/src/main/res/drawable/qr_tron.png,analyse statique ressources/configuration,1bd7889184ce88f187cc4a4416d2bee9e16aaf6150bf6fc574dc9e6e3c0f1d48
app/src/main/res/drawable/qr_xrp.png,analyse statique ressources/configuration,90c2051c75fce31441bc4dcbc483af3d82b0c3b2b8834b2ff98a93f8fc1028ab
app/src/main/res/drawable/qr_zec.png,analyse statique ressources/configuration,594e5f63f04c7b1f62bfb033f960cbd8526280e8717902f72ae6ae1f5718900f
app/src/main/res/layout-television/activity_main.xml,analyse statique ressources/configuration,a756ebe97eeda9981f0f0a161fc40fa98e94064b8843cbaee51f037f0cc12c14
app/src/main/res/layout/activity_dns_provider_detail.xml,analyse statique ressources/configuration,baf29374ed1ef3b074172ed4d4aed5644462ea4061fb1b4df86640a200951610
app/src/main/res/layout/activity_dns_selection.xml,analyse statique ressources/configuration,e764b2450688ecbe3b65ede9c0727bef296d5bdeb53a0358c9329f650dabbc4e
app/src/main/res/layout/activity_dns_speedtest.xml,analyse statique ressources/configuration,3434ad5356a8aad73943248116f1b454b4b44fbabce436b9a3803a7030a5070c
app/src/main/res/layout/activity_howto.xml,analyse statique ressources/configuration,b18a8786144181e1dd53c9a8f974c5b5610e6bd06f72068e5949c865101832e2
app/src/main/res/layout/activity_language_selection.xml,analyse statique ressources/configuration,75fe28b85b3a83968a8f3d84de0d181818f29cf1c1986dc0ca2ba1acdc74ee07
app/src/main/res/layout/activity_main.xml,analyse statique ressources/configuration,d4b749488019ea9acf74702897634a04fb60ae6a9dae0370edb51f98d7ee1e44
app/src/main/res/layout/activity_settings.xml,analyse statique ressources/configuration,e8858a32d2e5202e0f1c9f75958a49a7a6678711b9306fe5731483f386958e29
app/src/main/res/layout/activity_support.xml,analyse statique ressources/configuration,2eb8d30e3e47c8d02a05a17ad31b7ac4433c82e856a6f492c1410c4fc58164a3
app/src/main/res/layout/dialog_add_profile.xml,analyse statique ressources/configuration,da13e5a24e551c13353f7c4cf1eda394e00052711e4d7ab88f87003bffd4969a
app/src/main/res/layout/item_dns_category_header.xml,analyse statique ressources/configuration,54004618dc973bcb520656ee189d9bf34d5997102f768e88d77bbbacb748a6ad
app/src/main/res/layout/item_dns_profile_detail.xml,analyse statique ressources/configuration,672a126448b4c46c95dc042c5b385efb6f933a617d17455424b85e5cfb0a187f
app/src/main/res/layout/item_dns_rewrite_rule.xml,analyse statique ressources/configuration,b76507062b6350f012a2c763eca7f7a9f23212494e982ba34c7330fdc7c8cd1d
app/src/main/res/layout/item_profile.xml,analyse statique ressources/configuration,4cf022b9fefb0ed3b93a21da301a50cbdad4d7251dfb7401723094e3d7050f48
app/src/main/res/mipmap-anydpi-v26/ic_launcher.xml,analyse statique ressources/configuration,2a0862c77470ea46a0afe4438a91220f6394353673d80160005b8f51dbf9e79f
app/src/main/res/mipmap-anydpi-v26/ic_launcher_round.xml,analyse statique ressources/configuration,2a0862c77470ea46a0afe4438a91220f6394353673d80160005b8f51dbf9e79f
app/src/main/res/mipmap-hdpi/ic_launcher.png,analyse statique ressources/configuration,2ce276797ac66bd4bb276092ab40b4ef88d85602e916f87c59e80e2f545d1ddd
app/src/main/res/mipmap-hdpi/ic_launcher_round.png,analyse statique ressources/configuration,2ce276797ac66bd4bb276092ab40b4ef88d85602e916f87c59e80e2f545d1ddd
app/src/main/res/mipmap-mdpi/ic_launcher.png,analyse statique ressources/configuration,d91fe4d616001b19278ba02e7c5206bc44963dec9c628b4933bbbc213d0abbb6
app/src/main/res/mipmap-mdpi/ic_launcher_round.png,analyse statique ressources/configuration,d91fe4d616001b19278ba02e7c5206bc44963dec9c628b4933bbbc213d0abbb6
app/src/main/res/mipmap-xhdpi/ic_launcher.png,analyse statique ressources/configuration,141ed20380af4b6e5281237ad4b7b331fbe7fa7e0f267677bff308cf17f4bccc
app/src/main/res/mipmap-xhdpi/ic_launcher_round.png,analyse statique ressources/configuration,141ed20380af4b6e5281237ad4b7b331fbe7fa7e0f267677bff308cf17f4bccc
app/src/main/res/mipmap-xxhdpi/ic_launcher.png,analyse statique ressources/configuration,69c35d9274e8c7fe051eb7e2027c3fa2bac343516606ace16d12946a5c1ba872
app/src/main/res/mipmap-xxhdpi/ic_launcher_round.png,analyse statique ressources/configuration,69c35d9274e8c7fe051eb7e2027c3fa2bac343516606ace16d12946a5c1ba872
app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,analyse statique ressources/configuration,ae91932001986e152ffff230d079733a48408f2b50598e6129290555972d484a
app/src/main/res/mipmap-xxxhdpi/ic_launcher_round.png,analyse statique ressources/configuration,ae91932001986e152ffff230d079733a48408f2b50598e6129290555972d484a
app/src/main/res/values-ar/strings.xml,analyse statique ressources/configuration,29539165a1026d3cec5ff3931066aee4568f61eed43f1561f363acdb7ac59410
app/src/main/res/values-bn/strings.xml,analyse statique ressources/configuration,d9a5bcd7b11c96e02cef026f851f4cbfaf1f686cebee156c972eabb7436d12f0
app/src/main/res/values-de/strings.xml,analyse statique ressources/configuration,455ca95c8b948042e37b381f7d149353e6679fe113d7d01def26f06cdbe7d144
app/src/main/res/values-en/strings.xml,analyse statique ressources/configuration,fcc64de0be1d0a5bd2b99c41eef648492bab9416943696c90ed5939e95ceaa25
app/src/main/res/values-es/strings.xml,analyse statique ressources/configuration,0833cf0f7c9d136571dafce88856e569b571b7690a89b2414118b443468a5373
app/src/main/res/values-hi/strings.xml,analyse statique ressources/configuration,0fa87c49459a71c9eafcc719507629fd8d8464a3f6ff4195c30f67c8872cbeb9
app/src/main/res/values-it/strings.xml,analyse statique ressources/configuration,74a263b1a6eda4aaa096f9c52b479faf63353b7b8ecc945110cc12c4805815a7
app/src/main/res/values-ja/strings.xml,analyse statique ressources/configuration,373647c599ce3e35256bc68aee096c14a91c9ecbfe48754963f743c67400960c
app/src/main/res/values-night/bools.xml,analyse statique ressources/configuration,381d5171986212e9112dfc9ee29d2bbc5787600e29f3b94789d9c034243604e7
app/src/main/res/values-night/colors.xml,analyse statique ressources/configuration,6846d0634f2afc7942e6e104e96a4fb771c94ff78f3f5e14cd51989a7cea693b
app/src/main/res/values-pt-rBR/strings.xml,analyse statique ressources/configuration,d074f10a0e95692255590c52d0a58787cd9324db77c9492c318d9f6b3c62b4f1
app/src/main/res/values-ru/strings.xml,analyse statique ressources/configuration,92c9254cad0646d6257992ca6e78917c370eff8c889e9b0f1db51dd432866582
app/src/main/res/values-zh-rCN/strings.xml,analyse statique ressources/configuration,c575826c27327dca1782d120059b90a8e565008c441f3c0361518073d8731915
app/src/main/res/values/bools.xml,analyse statique ressources/configuration,1d71afb77360d8419a6531711cb527e1526a88caab37c6c890c4972d7776f025
app/src/main/res/values/colors.xml,analyse statique ressources/configuration,5d5818c52be5b4f180cee94d6fd586052274711f7986d3cd65e2188857c2415d
app/src/main/res/values/strings.xml,analyse statique ressources/configuration,e1f4e57331ade911617b7b5005c46b9fcd2ab72f04a1b7453e99534bb8c93a13
app/src/main/res/values/themes.xml,analyse statique ressources/configuration,72da82c4d4b512ebca4272299e4419424ed513c5a29ae8faf3cf0ec378996e8c
app/src/main/res/xml/backup_rules.xml,analyse statique ressources/configuration,2c521a3ecdd9e7828cce0a200f9cb17b04e1920895c3767c5f25d2cd922d3120
app/src/main/res/xml/data_extraction_rules.xml,analyse statique ressources/configuration,0ffb1ec80602b6c264afd2418806eb308fc695ca0199d0f05f894d23d9f915ac
app/src/main/res/xml/file_paths.xml,analyse statique ressources/configuration,50f3064bbd91940785802d25438a6bd337511da5816cdcd84be3191c0592a8a6
app/src/main/res/xml/network_security_config.xml,analyse statique ressources/configuration,7d48fb7b8479e9411a93a12b008d34a0622414c274e896478c526f9235679e48
